shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
132,-73.826035,40.582969,17
132,-73.825124,40.58324,18
132,-73.824097,40.583547,19
132,-73.82367,40.583662,20
132,-73.822994,40.583853,21
132,-73.822914,40.583828,22
132,-73.82251,40.583184,23
132,-73.821708,40.58357,24
132,-73.821221,40.583803,25
132,-73.821103,40.583857,26
132,-73.820333,40.584221,27
132,-73.819568,40.584587,28
132,-73.818798,40.584948,29
132,-73.818039,40.585307,30
132,-73.817585,40.585525,31
132,-73.817294,40.585674,32
132,-73.817164,40.585734,33
132,-73.816709,40.585949,34
132,-73.816575,40.586015,35
132,-73.815896,40.586289,36
132,-73.815441,40.586472,37
132,-73.815205,40.586568,38
132,-73.814641,40.586788,39
132,-73.813803,40.587119,40
132,-73.81305,40.587368,41
132,-73.812479,40.587428,42
132,-73.812165,40.587461,43
132,-73.811277,40.587553,44
132,-73.811016,40.58759,45
132,-73.810636,40.587646,46
132,-73.809859,40.587758,47
132,-73.808753,40.587862,48
132,-73.807277,40.588001,49
132,-73.806341,40.588088,50
132,-73.805138,40.588215,51
132,-73.804322,40.588328,52
132,-73.803549,40.588489,53
132,-73.80279,40.588665,54
132,-73.802017,40.58888,55
132,-73.801575,40.588988,56
132,-73.80117,40.589076,57
132,-73.80107,40.589096,58
132,-73.800935,40.589077,59
132,-73.800148,40.589324,60
132,-73.799304,40.589611,61
132,-73.798421,40.589902,62
132,-73.79786,40.590106,63
132,-73.796865,40.590427,64
132,-73.795934,40.590696,65
132,-73.79583,40.590722,66
132,-73.793972,40.591197,67
132,-73.793113,40.591411,68
132,-73.792256,40.591638,69
132,-73.791468,40.591826,70
132,-73.791375,40.591851,71
132,-73.791458,40.59313,72
132,-73.791208,40.59319,73
132,-73.791008,40.59327,74
132,-73.789118,40.59404,75
132,-73.788068,40.59447,76
132,-73.787218,40.59481,77
132,-73.787068,40.59485,78
132,-73.786928,40.59488,79
132,-73.786248,40.59494,80
132,-73.785718,40.59498,81
132,-73.785498,40.595,82
132,-73.784538,40.59507,83
132,-73.784118,40.5951,84
132,-73.783598,40.59514,85
132,-73.782688,40.5952,86
132,-73.781828,40.59526,87
132,-73.780908,40.59532,88
132,-73.780451,40.595347,89
132,-73.779928,40.59538,90
132,-73.779018,40.59545,91
132,-73.778208,40.5955,92
132,-73.777378,40.59555,93
132,-73.776538,40.59561,94
132,-73.775708,40.59567,95
132,-73.774758,40.59573,96
132,-73.774578,40.59573,97
132,-73.773858,40.59576,98
132,-73.772808,40.59577,99
132,-73.772298,40.59579,100
132,-73.771488,40.59591,101
132,-73.770638,40.596,102
132,-73.770908,40.59736,103
132,-73.769988,40.59747,104
132,-73.768988,40.59757,105
132,-73.768718,40.59621,106
132,-73.768739,40.596223,107
132,-73.769102,40.596183,108
132,-73.769132,40.596179,109
